restaurant_name,restaurant_url,menu_type,name,description,price
9 Miles East Farm,https://www.9mileseast.com/,Popular Items,Farmhouse Pizza,"Three-day sourdough crust made with Farmer Ground flour from Ithaca, local mozzarella cheese and tomato sauce made with tomatoes and herbs from 9 Miles East Farm and our friends' farms in season.",$23.50
9 Miles East Farm,https://www.9mileseast.com/,Popular Items,Barnyard Pizza,"Local Italian sausage, house tomato sauce, creamy mozzarella, three-day sourdough crust made with Farmer Ground flour from Ithaca",$25.50
9 Miles East Farm,https://www.9mileseast.com/,Popular Items,Pepperoni Pizza,"Nitrate-free pepperoni from Black River Smokehouse, house tomato sauce, creamy mozzarella, three-day sourdough crust made with Farmer Ground flour",$25.50
9 Miles East Farm,https://www.9mileseast.com/,Popular Items,Simple Salad,"Organic baby greens, farm-made herb vinaigrette, pumpkin seeds. Very simple, very healthy.",$11.00
9 Miles East Farm,https://www.9mileseast.com/,Popular Items,Seasons pizza: Hot Honey,"Farm-made tomato sauce, local mozzarella, and spicy/sweet hot honey on our three-day sourdough crust.",$24.50
9 Miles East Farm,https://www.9mileseast.com/,Popular Items,Seasons Pizza: Sauteed mushroom,"Classic mushroom pizza: freshly sauteed mushrooms, creamy mozzarella, farm-made tomato sauce

Three-day sourdough crust made with Farmer Ground flour from Ithaca.",$24.50
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Extra Dressing,House-made vinaigrettes,$2.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Breakfast Hero,"Scrambled eggs, roasted veg, herb pesto, cheese & ham. Served on our house-baked sourdough roll.",$12.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Grilled Ham Sandwich,"Nitrate-free ham, dijon mustard, fontina cheese, dill pickle. Served on our house-baked sourdough roll.",$12.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Salmon Sunday Sandwich,"Cold-smoked salmon, cream cheese, tomato, red onion, capers. Served on our house sourdough pagnotelle.",$18.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Turkey Sandwich,"House brined & roasted VT turkey breast, greens, dill pickle, fontina cheese and tomato aioli. Served on our house-baked sourdough roll.",$12.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,"""Indecision"" Meal Deal","One Farmhouse pizza, four pieces of grilled chicken over garlic mashed root veg, a simple salad with organic baby greens and herb vinaigrette, and two bakery desserts.",$58.50
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Argentinian Sandwich,"Grilled Walden Meats chorizo sausage, chimichurri, crunchy veg. Served on our house sourdough roll.",$15.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Chicken Chopped Salad,"Another lunchtime favorite from the cafe is now available for delivery. Grilled chicken, grilled veggies, baby greens, herb vinaigrette and pumpkin seeds. Gluten free.",$15.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Vegantinian,"Grilled portobello mushrooms, chimichurri, crunchy veg. Served on our house sourdough roll.",$14.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Piri Piri Grilled Chicken,"Portuguese style of spicy, bone-in chicken popular in Montreal and London. Spicy but not crazy. Served over garlic mashed root veg. Delivered hot and ready to eat. Available from 4-9pm only.",$24.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Grilled Lemon Rosemary Chicken Dinner,Three bone-in pieces of lemon rosemary chicken with herb pesto.  Served over garlic mashed root veg. Delivered hot and ready to eat. Available between 4 - 9pm only.,$24.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Steak with Chimichurri,Grilled grass-fed hanger steak over roasted root veg with chimichurri Argentinean pesto. Delivered hot and ready to eat. Gluten-free.,$30.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Chirashi Bowl w/ Steelhead Salmon,"Chirashi bowl with local steelhead from Hudson Valley Fisheries (raw preparation), root veg, whole grain rice and maple soy glaze.",$30.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Sauteed Salmon w/Lime Maple Glaze,"Fresh local steelhead salmon filet from Hudson Valley Fisheries, plated over garlic mashed root veg with lime maple glaze. Delivered hot and ready to eat.",$30.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Mushroom Risotto,"Organic pearl barley, wild mushroom blend, mushroom stock, porcini, shaved parm. Ready to enjoy.",$28.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Winter Salad,"Organic baby greens topped with roasted beets, Maplebrook feta cheese, preserved lemon, red cabbage, toasted walnuts, herb vinaigrette.",$16.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Winter Salad w/chicken,"Organic baby greens topped with roasted beets, Maplebrook feta cheese, preserved lemon, red cabbage, toasted walnuts, herb vinaigrette. Topped with roasted chicken breast",$20.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Winter Salad w/grilled steak,"A favorite returns! Organic baby greens topped with roasted beets, Maplebrook feta cheese, preserved lemon, red cabbage, pumpkin seeds, grilled grass-fed steak, and herb vinaigrette.",$24.00
9 Miles East Farm,https://www.9mileseast.com/,Cafe Entrees,Chirashi Bowl with portabella,"Grilled portabella mushroom, whole-grain rice and maple lime glaze. Vegan. Contains soy. Available after 4pm.",$22.00
9 Miles East Farm,https://www.9mileseast.com/,Curbside Pickup,Curbside (Add to Cart for Curbside Pickup),Please add car type and color in the Special Instructions box. Give us a call when you arrive.(518) 605-1004,$0.00
9 Miles East Farm,https://www.9mileseast.com/,Salads & Sides,Simple Salad,"Organic baby greens, farm-made herb vinaigrette, pumpkin seeds. Very simple, very healthy.",$11.00
9 Miles East Farm,https://www.9mileseast.com/,Salads & Sides,Chicken Supersoup,House chicken soup made with high-quality ingredients. We enhance the natural health benefits of bone broth with anti-inflammatory turmeric and immune-boosting garlic and cayenne. Which also happen to make the chicken soup extra-delicious.,$8.00
9 Miles East Farm,https://www.9mileseast.com/,Salads & Sides,Potato Leek Soup,"Cooked down leeks, with sauteed onions and garlic, shredded Russet potatoes cooked in vegetable stock. Then blended and finished with cream.",$8.00
9 Miles East Farm,https://www.9mileseast.com/,Salads & Sides,100g Chicken,Enough delicious 9 Miles East roasted chicken breast to supply 100 grams of protein. Very nice to have around.,$15.00
9 Miles East Farm,https://www.9mileseast.com/,Salads & Sides,Stockholm GO Box Pro,"This delicious new GO Box features nutty farro with seasoned chickpeas, carrots, blanched green beans and green cabbage. It is topped with parsley, almonds and lingonberries to give it a pop of color. Dairy-free and soy-free. Contains nuts and gluten. Vegan. Pro version has high quality chicken.",$14.00
9 Miles East Farm,https://www.9mileseast.com/,Salads & Sides,Stockholm GO Box,"This delicious new GO Box features nutty farro with seasoned chickpeas, carrots, blanched green beans and green cabbage. It is topped with parsley, almonds and lingonberries to give it a pop of color. Dairy-free and soy-free. Contains nuts and gluten. Vegan.",$11.00
9 Miles East Farm,https://www.9mileseast.com/,Salads & Sides,Valencia GO Box,"Valencia is a sunny Spanish-style box made with carrots, roasted sweet peppers, peas, olives, chickpeas, whole-grain rice and our organic baby greens blend. The sherry vinaigrette brings it all together. Vegan and gluten-free.",$11.00
9 Miles East Farm,https://www.9mileseast.com/,Salads & Sides,Valencia Pro GO Box with chicken,"Valencia is a sunny Spanish-style box made with high-quality chicken, carrots, roasted sweet peppers, peas, mild Castelvatrano Spanish olives, chickpeas, whole-grain rice and our organic baby greens blend. The sherry vinaigrette brings it all together. Gluten-free.",$14.00
9 Miles East Farm,https://www.9mileseast.com/,Salads & Sides,Tzatziki,House-made Greek cucumber yogurt tzatziki spread,$8.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,"""Indecision"" Meal Deal","One Farmhouse pizza, four pieces of grilled chicken over garlic mashed root veg, a simple salad with organic baby greens and herb vinaigrette, and two almond cookies (or a chia pudding)",$58.50
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Side of tomato sauce,Our house-made tomato sauce.,$4.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Side of 9 Miles East hot sauce,House-made probiotic hot sauce.,$2.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Side of Green Magic dressing,Our popular house-made salad dressing,$2.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Farmhouse Pizza,"Three-day sourdough crust made with Farmer Ground flour from Ithaca, local mozzarella cheese and tomato sauce made with tomatoes and herbs from 9 Miles East Farm and our friends' farms in season.",$23.50
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Seasons pizza: Hot Honey,"Farm-made tomato sauce, local mozzarella, and spicy/sweet hot honey on our three-day sourdough crust.",$24.50
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Vegan Grilled Veg Pizza,"Grilled summer squash, sweet peppers, broccoli & cauliflower, white bean puree (because most vegan cheese is rubbery and terrible), house tomato sauce

Three-day sourdough crust made with Farmer Ground flour from Ithaca.",$24.50
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Barnyard Pizza,"Local Italian sausage, house tomato sauce, creamy mozzarella, three-day sourdough crust made with Farmer Ground flour from Ithaca",$25.50
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Seasons Pizza: Sauteed mushroom,"Classic mushroom pizza: freshly sauteed mushrooms, creamy mozzarella, farm-made tomato sauce

Three-day sourdough crust made with Farmer Ground flour from Ithaca.",$24.50
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Vegan Farmhouse Pizza,"Three-day sourdough crust made with Farmer Ground flour from Ithaca, Provencal-style white bean puree in place of cheese, and house tomato sauce.

Note that there is a small amount of honey in our crust to feed the sourdough culture.",$24.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,San Marzano Margherita,"Fancy Italian tomatoes, fresh mozzarella, fresh basil.

Three-day sourdough crust made with Farmer Ground flour from Ithaca.",$26.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Side of hot honey,House-made spicy honey.,$4.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Pepperoni Pizza,"Nitrate-free pepperoni from Black River Smokehouse, house tomato sauce, creamy mozzarella, three-day sourdough crust made with Farmer Ground flour",$25.50
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Grilled Vegetable Pizza,"Grilled summer squash, sweet peppers, broccoli & cauliflower, mozzarella, house tomato sauce

Three-day sourdough crust made with Farmer Ground flour from Ithaca.",$24.50
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Gluten free: Sauteed mushroom,"Sauteed mushrooms, farm-made tomato sauce, local mozzarella.

Gluten free crust from Saratoga Gluten Free Goods.",$25.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Gluten-free Barnyard pizza,"Gluten-free crust from Saratoga Gluten Free Goods, plus local mozzarella, farm-made tomato sauce and crumbled local Italian sausage.",$27.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Gluten-free Farmhouse pizza,"Gluten-free crust from Saratoga Gluten Free Goods, plus local mozzarella cheese, farm-made tomato sauce and fresh herbs sprinkled on top.",$25.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Gluten-free Seasons Pizza: Margherita,"Pizza Margherita is a true test of ingredients and technique. The pizza is so simple that everything has to be perfect for it to work. But when it does, there's nothing so pure and delicious. Margherita starts with our 3-day, cold-fermented sourdough crust. We add farm-made tomato sauce, creamy Maplebrook Farm fresh mozzarella, and fresh basil. That's it.",$27.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Gluten-Free Pepperoni Pizza,,$27.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Gluten-free Seasons Pizza: The Works,"Local Italian sausage, sweet peppers, onion & sauteed mushroom. Gluten-free crust, house tomato sauce, and local mozzarella",$27.50
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Gluten-Free Season: Grilled Veg,"Charcoal-grilled fresh vegetables.

Guten-free crust from Saratoga Gluten Free Goods, plus local mozzarella cheese and house tomato sauce.",$27.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Seasons Pizza: The Works,"Local Italian sausage, sweet peppers, onion & sauteed mushroom. Three-day sourdough crust, house tomato sauce, and local mozzarella",$26.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,"Gluten-free, dairy-free pizza","Provencal-style white bean puree in place of cheese, and house tomato sauce. Please note there is egg in the GF crust.",$26.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Seasons pizza: Vermont Prosciutto & fresh herbs,"Local prosciutto ham, fresh herbs, mozzarella, house tomato sauce, three-day cold-fermented sourdough crust.",$26.00
9 Miles East Farm,https://www.9mileseast.com/,Pizza,Roasted Red Pepper & Spinach Christmas Pizza,"It's red. It's green. Merry Christmas. Local mozzarella, house tomato sauce. Three-day naturally leavened sourdough crust made with organic Farmer Ground Flour.",$25.00
9 Miles East Farm,https://www.9mileseast.com/,Drinks,Sparkling Saratoga Water,A liter of refreshing local water in the iconic blue glass bottle.,$5.50
9 Miles East Farm,https://www.9mileseast.com/,Bakery,Rosemary Polenta Cookie,,$4.00
9 Miles East Farm,https://www.9mileseast.com/,Bakery,Almond Cookie,Gluten-free almond cookie with a soft center and crunchy contrast from nuts and seeds. Vegan and gluten-free but much more delicious than that might otherwise suggest.,$4.00
9 Miles East Farm,https://www.9mileseast.com/,Bakery,Day-old Sourdough Loaf,House-baked sourdough loaves perfect for sandwiches and toast. Local organic flour. No commercial yeast. The real deal.,$4.00
9 Miles East Farm,https://www.9mileseast.com/,Bakery,Sourdough Loaf,House-baked sourdough loaves perfect for sandwiches and toast. Local organic flour. No commercial yeast. The real deal.,$8.00
9 Miles East Farm,https://www.9mileseast.com/,Bakery,Oatmeal Raisin Cookie,Perfect texture,$4.00
9 Miles East Farm,https://www.9mileseast.com/,Bakery,Rye Chocolate Chip Cookie,Grownup brown-butter version of the cookie classic.,$5.00
9 Miles East Farm,https://www.9mileseast.com/,Groceries and convenience items,Dozen fresh local eggs,"From healthy pastured chickens. Great flavor, bright orange yolks.",$8.00
9 Miles East Farm,https://www.9mileseast.com/,Groceries and convenience items,Local wildflower honey,"Glass jars of pure, raw local honey.",$10.00
9 Miles East Farm,https://www.9mileseast.com/,Groceries and convenience items,Espresso & Cocoa Nib Granola,"From the farm kitchen, 9 Miles East very own granola with seeds, nuts, coconut, coffee beans, cocoa nibs, maple syrup, cinnamon and oats. GF, DF, SF. Vegan.",$9.00
9 Miles East Farm,https://www.9mileseast.com/,Groceries and convenience items,Sweet Italian Sausage,Like our Barnyard pizza? Now you can enjoy the same great local sausage at home. One pound package of sweet Italian sausage from our friends at Grazin Acres Farm. The very best. Delivered frozen.,$11.00
9 Miles East Farm,https://www.9mileseast.com/,Groceries and convenience items,Butter,One pound brick of fresh butter,$6.00
9 Miles East Farm,https://www.9mileseast.com/,Groceries and convenience items,Farm-made Sourdough Loaf,Our own crusty sourdough loaves. Made with local organic flour.,$8.00
9 Miles East Farm,https://www.9mileseast.com/,Groceries and convenience items,100g Chicken,Enough delicious 9 Miles East roasted chicken breast to supply 100 grams of protein. Very nice to have around.,$15.00
9 Miles East Farm,https://www.9mileseast.com/,Dinners to GO,Okinawa GO Basket,"This super delicious — and super healthy — meal features soy-glazed sweet potato, crumbled tofu, scallion, spinach and whole-grain buckwheat. Topped with soy ginger miso and sesame seeds. Gluten free and dairy free. Heat & enjoy.",$12.00
9 Miles East Farm,https://www.9mileseast.com/,Dinners to GO,Okinawa Go Basket Pro,Okinawa-style buckwheat bowl with roasted miso-glazed sweet potatoes and antibiotic-free chicken. Designed to be heated in the microwave or on the stove top.,$14.00
9 Miles East Farm,https://www.9mileseast.com/,Dinners to GO,"""Indecision"" Meal Deal","One Farmhouse pizza, four pieces of grilled chicken over garlic mashed root veg (2 piri piri, 2 lemon rosemary), a simple salad with organic baby greens and herb vinaigrette, and two house-baked desserts.",$57.50
9 Miles East Farm,https://www.9mileseast.com/,Food As Medicine,Blood Sugar Management Meal Bundle,"Five meals designed to make it easy for people with pre-diabetes and Type 2 diabetes to follow generally accepted nutrition guidelines for managing their condition. Includes, entree, salads, soups, and bowls. Weekly subscriptions available for home and workplace delivery at a discounted rate by texting A1C to 518 310-5053.",$62.50
9 Miles East Farm,https://www.9mileseast.com/,Food As Medicine,Heart Health Meal Bundle,"Five meals designed to make it easy for people to follow  American Heart Association dietary guidelines. Includes, entree, salads, soups, and bowls. Weekly subscriptions available for home and workplace delivery at a discounted rate by texting HEART to 518 310-5053.",$62.50
